,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
50,656,2016,656,2,Bladrammenas,20,1,1,1,0,1,0,0,1.0,1.0
51,656,2017,656,2,Bladrammenas,20,1,1,1,0,1,0,0,1.0,1.0
