,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
138,832,2016,832,2,Tuin- en veldbonen (Vicia faba) - vers,50,1,1,1,1,0,0,0,1.0,1.0
139,832,2017,832,2,Tuin- en veldbonen (Vicia faba) - vers,50,1,1,1,1,0,0,0,1.0,1.0
