,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
92,9523,2016,9523,2,Bloemkool - vers,36,1,1,1,1,0,0,0,1.0,1.0
93,9523,2017,9523,2,Bloemkool - vers,36,1,1,1,1,0,0,0,1.0,1.0
