,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
108,9527,2016,9527,2,Rode kool - vers,40,1,1,1,1,0,0,0,1.0,1.0,0.0
109,9527,2017,9527,2,Rode kool - vers,40,1,1,1,1,0,0,0,1.0,1.0,0.0
