,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
78,9811,2016,9811,2,Cichorei (inuline),31,1,1,1,1,0,0,0,1.0,1.0,0.0
79,9811,2017,9811,2,Cichorei (inuline),31,1,1,1,1,0,0,0,1.0,1.0,0.0
