,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
88,9519,2016,9519,2,Spinazie - vers,34,1,1,1,1,0,0,0,1.0,1.0,0.0
89,9519,2017,9519,2,Spinazie - vers,34,1,1,1,1,0,0,0,1.0,1.0,0.0
