,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
82,8538,2016,8538,2,Prei - industrie,33,1,1,1,1,0,0,0,1.0,1.0,0.0
83,8538,2017,8538,2,Prei - industrie,33,1,1,1,1,0,0,0,1.0,1.0,0.0
