,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
30,323,2016,323,2,Brouwgerst,10,1,1,1,0,0,0,0,1.0,1.0
31,323,2017,323,2,Brouwgerst,10,1,1,1,0,0,0,0,1.0,1.0
