,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
106,8527,2016,8527,2,Rode kool - industrie,39,1,1,1,1,0,0,0,1.0,1.0
107,8527,2017,8527,2,Rode kool - industrie,39,1,1,1,1,0,0,0,1.0,1.0
