,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
21,36,2016,36,2,Spelt,8,1,1,1,0,0,0,0,1.0,1.0
22,36,2017,36,2,Spelt,8,1,1,1,0,0,0,0,1.0,1.0
