,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
120,9409,2016,9409,2,Pastinaak - vers,43,1,1,1,1,0,0,0,1.0,1.0,0.0
121,9409,2017,9409,2,Pastinaak - vers,43,1,1,1,1,0,0,0,1.0,1.0,0.0
