,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
116,9543,2016,9543,2,Knolselder - vers,42,1,1,1,1,0,0,0,1.0,1.0,0.0
117,9543,2017,9543,2,Knolselder - vers,42,1,1,1,1,0,0,0,1.0,1.0,0.0
