,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
94,8525,2016,8525,2,Broccoli - industrie,35,1,1,1,1,0,0,0,1.0,1.0
95,8525,2017,8525,2,Broccoli - industrie,35,1,1,1,1,0,0,0,1.0,1.0
