,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
112,9546,2016,9546,2,Savooikool - vers,40,1,1,1,1,0,0,0,1.0,1.0,0.0
113,9546,2017,9546,2,Savooikool - vers,40,1,1,1,1,0,0,0,1.0,1.0,0.0
