,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
74,8535,2016,8535,2,Wortel (niet-vroege) (consumptie) - industrie,29,1,1,1,1,0,0,0,1.0,1.0
75,8535,2017,8535,2,Wortel (niet-vroege) (consumptie) - industrie,29,1,1,1,1,0,0,0,1.0,1.0
