,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
98,8512,2016,8512,2,Spruitkool - industrie,37,1,1,1,1,0,0,0,1.0,1.0
99,8512,2017,8512,2,Spruitkool - industrie,37,1,1,1,1,0,0,0,1.0,1.0
