,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
122,8533,2016,8533,2,Schorseneer - industrie,44,1,1,1,1,0,0,0,1.0,1.0
123,8533,2017,8533,2,Schorseneer - industrie,44,1,1,1,1,0,0,0,1.0,1.0
