,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
52,645,2016,645,2,Facelia,21,1,1,1,0,1,0,0,1.0,1.0,0.0
53,645,2017,645,2,Facelia,21,1,1,1,0,1,0,0,1.0,1.0,0.0
