,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
136,9541,2016,9541,2,Courgettes - vers,48,1,1,1,1,0,0,0,1.0,1.0,0.0
137,9541,2017,9541,2,Courgettes - vers,48,1,1,1,1,0,0,0,1.0,1.0,0.0
