,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
142,52,2016,52,2,Tuin- en veldbonen (droog geoogst),50,1,1,1,1,0,0,0,1.0,1.0
143,52,2017,52,2,Tuin- en veldbonen (droog geoogst),50,1,1,1,1,0,0,0,1.0,1.0
