,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
140,932,2016,932,2,Tuin- en veldbonen (Vicia faba) - industrie,50,1,1,1,1,0,0,0,1.0,1.0
141,932,2017,932,2,Tuin- en veldbonen (Vicia faba) - industrie,50,1,1,1,1,0,0,0,1.0,1.0
