,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
90,8523,2016,8523,2,Bloemkool - industrie,35,1,1,1,1,0,0,0,1.0,1.0
91,8523,2017,8523,2,Bloemkool - industrie,35,1,1,1,1,0,0,0,1.0,1.0
