,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
164,9821,2016,9821,2,Tabak,62,1,1,1,0,0,0,0,1.0,1.0
165,9821,2017,9821,2,Tabak,62,1,1,1,0,0,0,0,1.0,1.0
