,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
146,831,2016,831,2,Erwten (andere dan droog geoogst) - industrie,52,1,1,1,1,0,0,0,1.0,1.0
147,831,2017,831,2,Erwten (andere dan droog geoogst) - industrie,52,1,1,1,1,0,0,0,1.0,1.0
