,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
144,51,2016,51,2,Voedererwten (niet voor menselijke consumptie),51,1,1,1,1,0,0,0,1.0,1.0,0.0
145,51,2017,51,2,Voedererwten (niet voor menselijke consumptie),51,1,1,1,1,0,0,0,1.0,1.0,0.0
