,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
160,9547,2016,9547,2,Chrysanten,58,1,1,1,0,0,0,0,1.0,1.0,0.0
161,9547,2017,9547,2,Chrysanten,58,1,1,1,0,0,0,0,1.0,1.0,0.0
