,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
96,9525,2016,9525,2,Broccoli - vers,36,1,1,1,1,0,0,0,1.0,1.0,0.0
97,9525,2017,9525,2,Broccoli - vers,36,1,1,1,1,0,0,0,1.0,1.0,0.0
