,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
54,639,2016,639,2,Snijrogge,17,1,1,1,0,1,0,0,1.0,1.0,0.0
55,639,2017,639,2,Snijrogge,17,1,1,1,0,1,0,0,1.0,1.0,0.0
