,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
34,921,2016,921,2,Vezelvlas (bestemd voor vezelproductie),14,1,1,1,0,0,0,0,1.0,1.0
35,921,2017,921,2,Vezelvlas (bestemd voor vezelproductie),14,1,1,1,0,0,0,0,1.0,1.0
