,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
56,648,2016,648,2,Andere vlinderbloemige groenbedekkers,20,1,1,1,0,1,0,0,1.0,1.0,0.0
57,648,2017,648,2,Andere vlinderbloemige groenbedekkers,20,1,1,1,0,1,0,0,1.0,1.0,0.0
