,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
64,9563,2016,9563,2,Ajuinen (vroege) - vers,25,1,1,1,1,0,0,0,1.0,1.0
65,9563,2017,9563,2,Ajuinen (vroege) - vers,25,1,1,1,1,0,0,0,1.0,1.0
