,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
118,8409,2016,8409,2,Pastinaak - industrie,43,1,1,1,1,0,0,0,1.0,1.0,0.0
119,8409,2017,8409,2,Pastinaak - industrie,43,1,1,1,1,0,0,0,1.0,1.0,0.0
