,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
20,35,2016,35,3,Triticale,8,0,1,1,0,0,0,0,1.0,1.0,0.0
