,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
42,634,2016,634,2,Italiaans raaigras,17,1,1,1,0,1,1,0,1.0,1.0
43,634,2017,634,2,Italiaans raaigras,17,1,1,1,0,1,1,0,1.0,1.0
