,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
60,659,2016,659,2,Mengsel van niet-vlinderbloemige groenbedekkers,20,1,1,1,0,1,0,0,1.0,1.0
61,659,2017,659,2,Mengsel van niet-vlinderbloemige groenbedekkers,20,1,1,1,0,1,0,0,1.0,1.0
