,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
158,9603,2016,9603,2,Boomkweek - sierplanten,57,1,1,1,0,0,1,0,1.0,1.0,0.0
