,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
26,312,2016,312,2,Zomertarwe,11,1,1,1,0,0,0,0,1.0,1.0,0.0
27,312,2017,312,2,Zomertarwe,11,1,1,1,0,0,0,0,1.0,1.0,0.0
