,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
32,342,2016,342,2,Zomerhaver,13,1,1,1,0,0,0,0,1.0,1.0
33,342,2017,342,2,Zomerhaver,13,1,1,1,0,0,0,0,1.0,1.0
