,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
10,904,2016,904,2,"Aardappelen (vroege, rooi na 1906)",5,0,1,1,0,0,0,0,1.0,1.0
11,904,2017,904,2,"Aardappelen (vroege, rooi na 1906)",5,0,1,1,0,0,0,0,1.0,1.0
