,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
46,731,2016,731,2,Eenjarige luzerne,19,1,1,1,0,0,0,0,1.0,1.0,0.0
47,731,2017,731,2,Eenjarige luzerne,19,1,1,1,0,0,0,0,1.0,1.0,0.0
