,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
124,9533,2016,9533,2,Schorseneer - vers,44,1,1,1,1,0,0,0,1.0,1.0
125,9533,2017,9533,2,Schorseneer - vers,44,1,1,1,1,0,0,0,1.0,1.0
