,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
68,9514,2016,9514,2,Ajuinen (niet vroege) - vers,26,1,1,1,1,0,0,0,1.0,1.0
69,9514,2017,9514,2,Ajuinen (niet vroege) - vers,26,1,1,1,1,0,0,0,1.0,1.0
