,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
2,201,2016,201,2,Silomais,1,0,1,1,0,0,0,0,1.0,1.0,0.0
3,201,2017,201,2,Silomais,1,0,1,1,0,0,0,0,1.0,1.0,0.0
