,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
156,9560,2016,9560,2,Boomkweek - bosplanten,56,1,1,1,0,0,1,0,1.0,1.0
157,9560,2017,9560,2,Boomkweek - bosplanten,56,1,1,1,0,0,1,0,1.0,1.0
