,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
126,8518,2016,8518,2,Kropsla - industrie,45,0,1,1,1,0,0,0,1.0,1.0
127,8518,2017,8518,2,Kropsla - industrie,45,0,1,1,1,0,0,0,1.0,1.0
