,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
8,902,2016,902,2,Aardappelen (pootgoed),4,0,1,1,0,0,0,0,1.0,1.0,0.0
9,902,2017,902,2,Aardappelen (pootgoed),4,0,1,1,0,0,0,0,1.0,1.0,0.0
