,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute
40,700,2016,700,2,Grasklaver,16,1,1,1,0,1,1,0,1.0,1.0
41,700,2017,700,2,Grasklaver,16,1,1,1,0,1,1,0,1.0,1.0
