,GWSCOD,jaar,perceel_id,type,GWSNAM,groep_id,voorteelt,hoofdteelt,nateelt,groente,groenbedekker,meerjarige_teelt,onvolledig,teeltgegevens_beschikbaar,compute,meerjarig
132,9511,2016,9511,2,Asperge - vers,46,1,1,1,1,0,0,0,1.0,1.0,0.0
133,9511,2017,9511,2,Asperge - vers,46,1,1,1,1,0,0,0,1.0,1.0,0.0
